"(PDH-CSV 4.0) (India Standard Time)(-330)","\\Z_ANXX1_HPPAVX1\Memory\% Committed Bytes In Use","\\Z_ANXX1_HPPAVX1\Memory\Available MBytes","\\Z_ANXX1_HPPAVX1\Processor Information(_Total)\% Processor Time"
"02/25/2023 11:24:48.696","85.059231632635743381","632","4.474833030967817038"
"02/25/2023 11:24:49.692","84.988347437462849143","632","0.25740585219569123154"
"02/25/2023 11:24:50.680","85.017523957653324373","620","3.1509621845678070784"
"02/25/2023 11:24:51.690","85.029238552094724923","593","4.7257150178451219347"
"02/25/2023 11:24:52.681","85.003296864452607906","599","4.3318277728722769382"
"02/25/2023 11:24:53.685","85.168478727612750845","601","3.8005111743338648722"
"02/25/2023 11:24:54.700","85.002370384755167265","617","3.7158852903162342685"
"02/25/2023 11:24:55.701","85.061273045153654948","604","4.6764063626092866599"
"02/25/2023 11:24:56.700","84.911181960467061458","615","6.5577654263801132828"
"02/25/2023 11:24:57.692","84.954915355182009762","618","4.355795841353071296"
"02/25/2023 11:24:58.691","84.921624577818818125","607","3.7480117312862382128"
"02/25/2023 11:24:59.686","84.953235109558605131","609","5.1581254830577965009"
"02/25/2023 11:25:00.687","84.895902752153546089","614","6.0961139587138450935"
"02/25/2023 11:25:01.681","85.512300065139385197","568","1.6066300152601242779"
"02/25/2023 11:25:02.690","85.271868525369072245","530","4.5364481146044184356"
"02/25/2023 11:25:03.683","85.274695089383683921","528","2.4107540679479066981"
"02/25/2023 11:25:04.681","85.212274916752306808","557","1.2322952747017446029"
"02/25/2023 11:25:05.687","85.266356702257496636","554","2.952384122972773195"
"02/25/2023 11:25:06.677","85.379215536028894462","530","3.6088687422152765372"
"02/25/2023 11:25:07.690","85.418143725352862816","515","4.698794466695965788"
"02/25/2023 11:25:08.682","85.273941346740798508","515","5.5904166303209485989"
"02/25/2023 11:25:09.687","85.399582559568713691","520","5.360448897661685308"
"02/25/2023 11:25:10.686","85.334665580963402931","530","3.3603687684634175881"
"02/25/2023 11:25:11.674","85.378069194354594629","526","4.0031084092096991256"
"02/25/2023 11:25:12.687","85.864726753408262994","423","9.822439912691526942"
"02/25/2023 11:25:13.683","86.106257509930586025","372","7.0702710776493926659"
"02/25/2023 11:25:14.702","86.412689552272823335","388","9.4371090258283274466"
"02/25/2023 11:25:15.687","86.161140163000936809","414","6.2934274049395666495"
"02/25/2023 11:25:16.680","86.161658350881580759","416","6.3081456372134470101"
"02/25/2023 11:25:17.687","86.189154648731729935","406","4.237810551724175312"
"02/25/2023 11:25:18.688","86.079420751444857274","414","3.9488102821639725626"
"02/25/2023 11:25:19.681","85.492655375388608263","507","5.8485826114673127307"
"02/25/2023 11:25:20.689","85.520088832248021049","523","0.084260105264155615856"
"02/25/2023 11:25:21.685","85.535635004177606788","522","5.0309998908971031994"
"02/25/2023 11:25:22.679","85.416746159414003614","536","1.0169449940290897771"
"02/25/2023 11:25:23.685","85.39911147332729513","528","1.7045724107345061604"
"02/25/2023 11:25:24.682","85.300087157008249505","531","1.5218919671760700041"
"02/25/2023 11:25:25.696","86.117579505340572155","503","3.0882011388805752361"
"02/25/2023 11:25:26.692","85.898959703254277542","521","8.9204740239043225358"
"02/25/2023 11:25:27.694","85.825405965052866009","543","4.9704699695239940027"
"02/25/2023 11:25:28.682","85.022439059108137371","590","5.2113522265763601027"
"02/25/2023 11:25:29.692","85.153058191098523366","482","6.54194245482505643"
"02/25/2023 11:25:30.683","85.11012566394875023","486","4.1402339552130467126"
"02/25/2023 11:25:31.697","85.27968872461461558","509","1.4482898474354688467"
"02/25/2023 11:25:32.689","85.329247984413342465","492","3.170373890455291388"
"02/25/2023 11:25:33.689","85.39195081344618643","465","5.0688552271556890361"
"02/25/2023 11:25:34.678","85.413260032751892936","462","5.2948798525987665897"
"02/25/2023 11:25:35.686","85.332859723207747038","470","4.9440748835647641002"
